English,Lunda,Grammar_Notes,Noun_Class,Verb_Extensions,Agreement_Pattern
Curve your back,Fumba inyima yeyi,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Have you eaten anything,Wunabuli kuda hela chuma chimuku?,Question,Class 1 (mu-),,Subject agreement wu-
Have you drunk anything,Wunanwidi?,Question,Class 1 (mu-),,Subject agreement wu-
I want you to fast from midnight, Kufuma hakachi ka wufuka kuda chumaku,Imperative,Class 1 (mu-),,Subject agreement wu- (imperative)
If you eat you will vomit,Neyi wkuda chikukuletela kusanza hakukuladika,Basic phrase,Class 1 (mu-),,Subject agreement wu-
This injection will take away the pain for the operation,Nukukwinka ndoŋu kulonda wubuli kutiya kuyeŋa hakukuladika,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Are you pregnant?,Wudi nevumu?,Question,Class 1 (mu-),,Subject agreement wu-
Are you pregnant?,Wudi nachisenda?,Question,Class 1 (mu-),,Subject agreement wu-
How many months?,Wudi na tukweji tuŋahi?,Question,Class 1 (mu-),,Subject agreement wu-
When was your last period?,Wuchidi kwiya kwitala dikwawu?,Question,Class 1 (mu-),,Subject agreement wu-
How many pregnancies have you had?,Wunemiti kaŋahi ha yaka yeyi yejima?,Question,Class 1 (mu-),,Subject agreement wu-
Have you had a caesarean section?,Eyi aku ladikili?,Question,Class 1 (mu-),,Subject agreement wu-
How many?,Kaŋahi?,Question,Class 1 (mu-),,Subject agreement wu-
How many miscarriages?,Wunafwishi kaŋahi?,Question,Class 1 (mu-),,Subject agreement wu-
How many children still living do you have?,Anyaneyi aŋahi achidi kuhanda?,Question,Class 1 (mu-),,Subject agreement wu-
Did you try to abort?,Weseka kufumisha ivumu?,Question,Class 1 (mu-),,Subject agreement wu-
Have you taken village medicine?,Anakunwishi itumbu ya Lunda?,Question,Class 1 (mu-),,Subject agreement wu-
Can you feel the baby moving?,Wunamutyi mwana na kwenda mwivumu?,Question,Class 1 (mu-),,Subject agreement wu-
Can I examine you?,Aŋiteji kushinshika mukachi keyi?,Question,Class 1 (mu-),,Subject agreement wu-
Have you any bleeding?,Mwivumu dehi mudinakufuma mashi?,Question,Class 1 (mu-),,Subject agreement wu-
Have you any vaginal discharge?,Mwivumu dehi mudinakufuma yuma ya cheŋi?,Question,Class 1 (mu-),,Subject agreement wu-
Have your waters gone?,Menji anabusiki?,Question,Class 1 (mu-),,Subject agreement wu-
How long have you had labour pains for?,Nyisoŋu yakuvwala tachika mpinjihinyi?,Question,Class 1 (mu-),,Subject agreement wu-
Do you feel like you want to push?,Ichi dinu munakeŋi ku skinjika?,Question,Class 1 (mu-),,Subject agreement wu-
Push now,Shinjika dinu,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Don’t push,Leka kushinjika,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I will do a scan,Nuku kupima mukachi nekina,Basic phrase,Class 1 (mu-),,Subject agreement wu-
You need a caesarean section,Eyi wuna kaŋanyi kuvwala chiŋa aku ladiki,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Do you want a BTL?,Wuna keŋi kukumisha kuvwala nyana?,Question,Class 1 (mu-),,Subject agreement wu-
Do you have regular periods?,Wayaŋa kwitala dikwawu hakakwej hakakweji?,Question,Class 1 (mu-),,Subject agreement wu-
Are your periods heavy?,Mashi eyi aswejaŋa kuvula tahindi?,Question,Class 1 (mu-),,Subject agreement wu-
Are your periods painful?,Hapinji yakwiya kwitala dikwawu watiyaŋa yikatu yaswejaŋa?,Question,Class 1 (mu-),,Subject agreement wu-
Does your husband have any children from another marriage?,Ŋfumweyi wukweti anyana namumbanda mukwawu?,Question,Class 1 (mu-),,Subject agreement wu-
Is this your child?,Iwu hi mwaneyi?,Question,Class 1 (mu-),,Subject agreement wu-
Is he breastfeeding well?,Wudi na kwamwa chachiwahi?,Question,Class 1 (mu-),,Subject agreement wu-
Is he feeding well?,Wadaŋa chachiwahi?,Question,Class 1 (mu-),,Subject agreement wu-
Is he making wet nappies?,Wudi naku zowesha ma nappy?,Question,Class 1 (mu-),,Subject agreement wu-
Have they had their vaccinations?,Indoŋu jejima nayi tambuli?,Question,Class 1 (mu-),,Subject agreement wu-
All of them?,Yejima?,Question,Class 1 (mu-),,Subject agreement wu-
To wipe a baby’s bottom,Kushula mwana,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Let us sing a hymn,Tutachiki kwimba kamin,Basic phrase,Class 1 (mu-),,Subject agreement wu-
We will read God’s word,Tu taŋi mazu a Nzamb,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Please give report of your work,Munatwesi kunleja nsaŋu ya nyidumu yi munakalakeli lel,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I am going to a meeting,Katataka hinukwiya ku meetin,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Can you go to xray,Katataka mwiyi ku Xray?,Question,Class 1 (mu-),,Subject agreement wu-
Can you go to lab?,Katataka mwiyi ku lab?,Question,Class 1 (mu-),,Subject agreement wu-
Can you go to VCT now?,Katataka mwiyi ku VCT?,Question,Class 1 (mu-),,Subject agreement wu-
Do you know where to go?,Muneluki kwakwiya?,Question,Class 1 (mu-),,Subject agreement wu-
Please collect your medication from pharmacy and bring me your ticket,Mwiyi nakutambula yitumbu yeyi ku pharmacy nakunletela cheŋi iticketi deyi kudam,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Please put your net down,Chiŋa wu hololi musikutela wey,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Can I have a urine sample in this pot?,Nakeŋi muzoweshi masu munu?,Question,Class 1 (mu-),,Subject agreement wu-
Can I have a sputum sample?,Wuyi wu koholi mwenim?,Question,Class 1 (mu-),,Subject agreement wu-
Can I have a stool sample?,Wunleteli kuhitisha kweyi munu?,Question,Class 1 (mu-),,Subject agreement wu-
Calm down!,Wundaku!,Basic phrase,Class 1 (mu-),,Subject agreement wu-
You can go home today,Eyi wuna twesi ku funta ku mukala lel,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I am going home,Ami nayi dehi kwitala dam,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I will be back at 14hrs,Nukufunta ha 14hrs,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Please ring me if there are any problems,Ntambiki ha phone neyi wunamoni kukal,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Greeting when working,Mukalakalaŋa,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Will you come again tomorrow?,Kumadiki wakenza cheŋi tahindi?,Question,Class 1 (mu-),,Subject agreement wu-
You need to have your stitches removed in 10 days,Chiŋa kwinza akufumishi ikumi ha mafuku ikumi,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Please return in 6 weeks,Chiŋa muhita nyilungu yitanu nawumu henoho wukwinza cheŋ,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Next week,Mulungu wu kwinz,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Next month,Kakweji wu kwinz,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Next year,Mwaka wu kwinz,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Will you come again next Friday?,Eyi wakenza cheŋi hatchitan cha mulungu wu kwinza?,Question,Class 1 (mu-),,Subject agreement wu-
Please come back on 24th November,Chiŋa kafunta ha 24th November,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Snake,Kapel,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Scorpion,Kanjimb,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Spider,Munyiku,Imperative,Class 1 (mu-),,Subject agreement wu- (imperative)
Spider,Tarantula,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Spider,Chimbelaŋej,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Mosquito,Ŋweŋen,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Butterfly,Ipupulu,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Caterpillar,Iyuŋu,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Caterpillar,Chibambala,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Bird,Kadi,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Dog.,Kawa.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Cat.,Kamesha ,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Monkey.,Impombu ,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Goat.,Impembe.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Sheep.,Mukoko.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Cow.,Ŋombe.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Pig.,Nulu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Chicken.,Kasumb.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Hen.,Chaadi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Cockroach.,Mpenji.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
One.,Wumu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Two.,Ayedi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Three.,Asatu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Four.,Awana.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Five.,Atanu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Six.,Atanunawumu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Seven.,Atanunawayedi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Eight.,Atanunawasatu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Nine.,Atanunawawana.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Ten.,Ikumi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Twenty.,Makumiayedi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Thirty.,Makumiasatu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
One hundred.,Nkulakaji.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
One thousand.,Ikombakaji.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Monday.,Hachimu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Tuesday.,Hachiyedi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Wednesday.,Hachisatu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Thursday.,Hachiwana.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Friday.,Hachitanu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Saturday.,Hamposu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Sunday.,Hamulungu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
To the right.,Ku chikasa chachidilu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
To the left.,Ku chikasa chachimunswa.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
"Go straight on, don’t leave the road.","Yaŋa hohu, Kufuma munjila nehi",Basic phrase,Class 1 (mu-),,Subject agreement wu-
Don’t turn.,Kuteŋuluka nehi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
In front.,Kumesu eyi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Behind.,Kunyima yeyi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Above.,Kwiwulu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Below.,Kwishina.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Church.,Chipompelu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Hospital.,Chipatelu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Post office.,Post office.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
School.,Shikola.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Clinic.,Clinic.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Road.,Mukwakwa.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Path.,Injila.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Market.,Market.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Government.,Nfulumendi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Bank.,Bank.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Where is the road to Kalene?,Injila yakwiya ku Kalene yidi kudihi?,Question,Class 1 (mu-),,Subject agreement wu-
Lightning.,Nzaji.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Rain.,Nvula.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Drizzle.,Nvula ya chinzeeji.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Spitting.,Nrabyidi nakusosota.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Hail.,Nvula ya malola.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Storm.,Nvula yeyeni.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Thunder.,Chivumina cha nvula.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Clouds.,Mavu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Rainbow.,Kanasuluŋunda.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Wind.,Mepepela yasweja.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Calm.,Kuwunda.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
On the Earth.,Maseki.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Sun.,Mwaana.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Flower.,Nkenu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Moon.,Kakweji.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
River.,Kaloŋa.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Seasons.,Yilaaka.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Sky.,Iwulu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Stars.,Tutubwa.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Tree.,Mutondu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
stick.,Mutondu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Moon.,Mweji.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
There is moonlight.,Mweji wudi koku.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
We are walking by moonlight.,Etu tudi nakwenda mu mweji hohu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Man.,Muntu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
God.,Nzambi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Jesus.,Yesu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Lord.,Mwanta.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
dead.,Afu,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Grace.,Luwi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Love.,Kukeŋa.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I love you.,Ami nakukenga wani.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I love Jesus.,Ami namukeŋa Yesu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I walk with Him every day.,Nendaŋa nindi hefuku hefuku.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Do you know the Lord Jesus?,Eyi wa mwiluka Mwanta Yesu?,Question,Class 1 (mu-),,Subject agreement wu-
He is the son of God.,Yena hi Mwana kaNzambi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Jesus died on the cross.,Yesu wafwili hakulusu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
He came to save us from our sins.,Wenjili naku twamwina ku nyiloŋa yetu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
He rose from the dead.,Wasaŋukili mudi afu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
"If we believe in Him, He will give us everlasting life.","Neyi tukumukuwhelela, wukutwinka wumi wahayanyak.",Basic phrase,Class 1 (mu-),,Subject agreement wu-
Heaven.,Mwiwulu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Blessing.,Nkisu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Hymns.,Tumina.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Bible.,Mukanda wajila WaNzambi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Heart.,Muchima.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Prayer.,Kulombela.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
To praise God.,Kumuhameka Nzambi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
To thank God.,Kumusakilila Nzambi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
To worship God.,Kudifukula kudi nZambi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
To repent.,Kubalumuka kufutumuka.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Ugly.,Wamunen.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
My friend.,Ibwambu dami.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Hunger.,Nzala.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Light.,Chejej.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Long drop toilet.,Chimbuzu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Small.,Wanyanya.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
None.,Kwosi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Pen.,Nsonekesu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Shoe.,Nsapatu.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Socks.,Sokosi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Underneath.,Kwishina da.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
On top.,Hewulu da.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Witchcraft.,Wuloji.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I like to read!,Naken’ga kutan’ga!,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I like to read,Naken’ga kutan’ga,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Who can I read to?,Nikutan’ga kudinyi?,Question,Class 1 (mu-),,Subject agreement wu-
My sister is asleep,Muhelami wudi mutulu,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Who can I read to?,Nikutan’ga kudinyi?,Question,Class 1 (mu-),,Subject agreement wu-
My mother and grandmother are busy,Mama yami na nkaka wamubanda anakasiki,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Who can I read to?,Nikutan’ga kudinyi?,Question,Class 1 (mu-),,Subject agreement wu-
My father and grandfather are busy,Tata yami na nkaka weyala anakasiki.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Who can I read to?,Nikutan’ga kudinyi? ,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I can read to myself!,Nikutan’ga kudi ami aweni.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Counting animals,Kuchinda tunyama,Basic phrase,Class 1 (mu-),,Subject agreement wu-
One elephant is going to drink water,Mutupa wumu nakuya nakunwa menzhi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Two giraffes are going to drink water,Ansefu ayedi anakuya nakunwa menzhi,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Three buffaloes and four birds are also going to drink water,Angòmbi zhampata asatu na tuda awana newena anakuya nakunwa menzhi.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Five impalas and six warthogs are walking to the water,Tupala atanu na yombu atanunawumu anakwenda nakuya ku menzhi,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Seven zebras are running to the water,Ing’ala atanunawayedi anakutemukila kukalong’a.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Eight frogs and nine fish are swimming in the water,Yula atanunawasatu nanshi atanunawawana anakuwela mumenzhi,Basic phrase,Class 1 (mu-),,Subject agreement wu-
One lion roars,Mutupa wuma nabulumi,Basic phrase,Class 1 (mu-),,Subject agreement wu-
He also wants to drink,Nakukengà kunwa niyena,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Who is afraid of the lion?,Nakutiya woma wamutupa hinyi?,Question,Class 1 (mu-),,Subject agreement wu-
One elephant is drinking water with the lion,Nzovu wumu nakunwa menzhi na mutupa,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Feelings,Munatiyilang’a,Basic phrase,Class 1 (mu-),,Subject agreement wu-
My heart feels a lot of things,Muchima wami watiyang’a yuma yayivulu nankashi,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I feel happy when my granny tells us stories in the evening,Natiyang’a muzang’alu neyi nkaka nakutulezha nsang’a mumelela,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I feel silly when I play with my friend,Natiyang’a kusupa neyi nahemi nembwambu dami.,Basic phrase,Class 1 (mu-),,Subject agreement wu-
I feel bad when my dad says he does not have money,Natiyang’a kutama neyi tata yami nahoshi nindi hakweti madiku,Imperative,Class 1 (mu-),,Subject agreement wu- (imperative)
I feel loved when my mom gives me a hug,Natiyang’a kukeng’a neyi mama yami nankumbati,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Fire,Kesi,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Look fire!,Tala kei!,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Fire burns,Kesi kochang’a,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Fire cooks,Kesi katelekan’ga,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Fire gives warmth,Kesi katatishan’ga,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Fire gives light,Kesi katwikan’ga chezhezhi,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Fire is wonderful,Kesi kakawahi,Basic phrase,Class 1 (mu-),,Subject agreement wu-
And it is powerful,Kahanawa kakweti in’govu,Basic phrase,Class 1 (mu-),,Subject agreement wu-
The hungry crocodile,In’gandu wanzala,Basic phrase,Class 1 (mu-),,Subject agreement wu-
Once there was a very hungry crocodile,Kwedin’ga in’gandu wanzala,Basic phrase,Class 1 (mu-),,Subject agreement wu-
He searched for food slowly and quietly,Wedin’ga nakuke’nga yakudya chovu-chovu muwumwenena,Basic phrase,Class 1 (mu-),,Subject agreement wu-
And then,Henohu,Basic phrase,Class 1 (mu-),,Subject agreement wu-
The crocodile strikes!,Inga’ndu nakwati!,Basic phrase,Class 1 (mu-),,Subject agreement wu-
After that he is no longer hungry and he is happy,Kufumohu inzala yinamani kaha nawa nazan’galali,Basic phrase,Class 1 (mu-),,Subject agreement wu-
